Country,Afghanistan,Albania,Antigua and Barbuda,Argentina,Australia,Austria,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guyana,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,Iran,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Lebanon,Liberia,"Macedonia, FYR",Madagascar,Malawi,Malaysia,Mexico,Moldova,Mongolia,Morocco,Myanmar,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Senegal,Serbia,Sierra Leone,Singapore,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Sweden,Tanzania,Thailand,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Zambia,Zimbabwe
1.5 Government powers are subject to non-governmental checks,0.56,0.57,0.59,0.77,0.83,0.85,0.68,0.31,0.71,0.24,0.80,0.56,0.46,0.44,0.48,0.59,0.62,0.62,0.33,0.37,0.85,0.72,0.14,0.59,0.83,0.37,0.68,0.72,0.97,0.53,0.64,0.48,0.16,0.56,0.79,0.22,0.91,0.76,0.67,0.86,0.84,0.68,0.63,0.65,0.60,0.49,0.59,0.49,0.65,0.67,0.32,0.69,0.64,0.73,0.49,0.37,0.55,0.60,0.60,0.66,0.47,0.50,0.61,0.38,0.52,0.53,0.63,0.48,0.32,0.66,0.85,0.83,0.44,0.51,0.93,0.60,0.64,0.74,0.57,0.63,0.82,0.62,0.76,0.42,0.65,0.49,0.52,0.52,0.70,0.67,0.74,0.55,0.70,0.68,0.57,0.52,0.92,0.46,0.49,0.68,0.64,0.22,0.44,0.60,0.36,0.85,0.81,0.83,0.27,0.21,0.41,0.43,0.15
1.6 Transition of power is subject to the law,0.35,0.54,0.67,0.80,0.92,0.95,0.75,0.40,0.77,0.32,0.90,0.63,0.45,0.55,0.73,0.62,0.55,0.55,0.39,0.39,0.95,0.87,0.27,0.62,0.92,0.53,0.69,0.89,0.98,0.55,0.55,0.48,0.41,0.50,0.91,0.25,0.98,0.90,0.61,0.95,0.73,0.85,0.73,0.66,0.62,0.41,0.59,0.56,0.77,0.67,0.54,0.79,0.74,0.81,0.50,0.44,0.49,0.57,0.52,0.65,0.49,0.53,0.65,0.47,0.57,0.45,0.58,0.63,0.54,0.65,0.91,0.92,0.30,0.56,0.97,0.54,0.79,0.82,0.57,0.79,0.92,0.86,0.73,0.42,0.73,0.52,0.61,0.82,0.78,0.70,0.87,0.67,0.70,0.76,0.65,0.55,0.94,0.57,0.39,0.75,0.72,0.33,0.33,0.55,0.54,0.91,0.76,0.90,0.46,0.21,0.48,0.47,0.15
Factor 2: Absence of Corruption,0.27,0.35,0.60,0.53,0.83,0.84,0.64,0.35,0.68,0.54,0.78,0.44,0.26,0.43,0.62,0.46,0.41,0.44,0.25,0.25,0.83,0.69,0.55,0.41,0.68,0.40,0.60,0.65,0.95,0.65,0.37,0.42,0.40,0.42,0.79,0.46,0.89,0.75,0.71,0.83,0.42,0.55,0.66,0.35,0.46,0.34,0.83,0.51,0.45,0.37,0.53,0.62,0.55,0.85,0.66,0.45,0.29,0.29,0.39,0.28,0.47,0.28,0.41,0.56,0.31,0.32,0.44,0.47,0.47,0.41,0.86,0.88,0.38,0.32,0.93,0.33,0.45,0.38,0.47,0.72,0.74,0.67,0.58,0.43,0.53,0.43,0.34,0.91,0.63,0.53,0.71,0.48,0.69,0.66,0.68,0.57,0.91,0.40,0.49,0.50,0.49,0.50,0.26,0.34,0.76,0.82,0.75,0.76,0.34,0.30,0.44,0.42,0.28
2.1 Government officials in the executive branch do not use public office for private gain,0.32,0.37,0.57,0.52,0.79,0.81,0.61,0.43,0.64,0.46,0.73,0.39,0.38,0.36,0.58,0.41,0.41,0.42,0.28,0.30,0.78,0.62,0.50,0.47,0.68,0.36,0.55,0.61,0.92,0.59,0.38,0.43,0.43,0.47,0.72,0.38,0.90,0.69,0.66,0.80,0.41,0.50,0.62,0.38,0.44,0.37,0.83,0.45,0.45,0.48,0.49,0.56,0.51,0.78,0.60,0.48,0.31,0.34,0.37,0.33,0.40,0.32,0.39,0.50,0.33,0.34,0.44,0.49,0.54,0.49,0.82,0.86,0.45,0.31,0.92,0.37,0.45,0.49,0.52,0.68,0.67,0.67,0.51,0.41,0.49,0.48,0.37,0.91,0.63,0.47,0.66,0.44,0.52,0.60,0.59,0.50,0.88,0.45,0.49,0.42,0.56,0.47,0.27,0.35,0.78,0.82,0.73,0.71,0.30,0.28,0.49,0.43,0.27
2.2 Government officials in the judicial branch do not use public office for private gain,0.18,0.32,0.86,0.67,0.96,0.96,0.82,0.30,0.90,0.74,0.94,0.60,0.16,0.59,0.78,0.74,0.57,0.53,0.15,0.27,0.95,0.83,0.58,0.53,0.82,0.45,0.70,0.87,0.98,0.87,0.49,0.44,0.47,0.46,0.95,0.36,0.98,0.89,0.74,0.94,0.54,0.81,0.83,0.44,0.61,0.38,0.95,0.68,0.51,0.27,0.53,0.82,0.81,0.97,0.72,0.48,0.45,0.33,0.50,0.32,0.55,0.31,0.52,0.76,0.36,0.36,0.52,0.48,0.28,0.39,0.95,0.96,0.34,0.52,0.98,0.38,0.51,0.42,0.42,0.86,0.88,0.86,0.74,0.54,0.56,0.44,0.37,0.87,0.68,0.72,0.85,0.60,0.96,0.92,0.81,0.76,0.98,0.40,0.71,0.73,0.45,0.57,0.34,0.43,0.77,0.96,0.90,0.91,0.32,0.21,0.40,0.55,0.40
2.3 Government officials in the police and the military do not use public office for private gain,0.40,0.52,0.71,0.59,0.90,0.92,0.80,0.31,0.79,0.63,0.88,0.55,0.25,0.62,0.75,0.61,0.56,0.57,0.25,0.31,0.88,0.81,0.69,0.50,0.74,0.48,0.75,0.77,0.97,0.75,0.44,0.55,0.39,0.56,0.91,0.48,0.97,0.82,0.90,0.90,0.43,0.72,0.72,0.50,0.44,0.47,0.87,0.69,0.44,0.48,0.63,0.84,0.59,0.91,0.80,0.49,0.27,0.34,0.50,0.35,0.69,0.36,0.41,0.57,0.35,0.52,0.62,0.45,0.51,0.58,0.89,0.92,0.52,0.36,0.95,0.30,0.58,0.38,0.51,0.82,0.91,0.81,0.76,0.52,0.66,0.53,0.39,0.93,0.76,0.59,0.86,0.58,0.81,0.64,0.78,0.69,0.96,0.34,0.45,0.58,0.58,0.64,0.24,0.43,0.80,0.85,0.83,0.82,0.34,0.31,0.47,0.37,0.28
2.4 Government officials in the legislative branch do not use public office for private gain,0.17,0.18,0.26,0.34,0.65,0.66,0.31,0.37,0.38,0.34,0.57,0.20,0.25,0.16,0.39,0.10,0.11,0.23,0.31,0.13,0.72,0.48,0.41,0.13,0.47,0.29,0.37,0.36,0.94,0.37,0.17,0.25,0.30,0.21,0.58,0.61,0.72,0.58,0.55,0.67,0.30,0.18,0.47,0.10,0.36,0.14,0.69,0.21,0.41,0.26,0.44,0.28,0.28,0.72,0.51,0.37,0.13,0.16,0.17,0.12,0.24,0.14,0.34,0.40,0.19,0.07,0.17,0.46,0.54,0.20,0.79,0.76,0.23,0.10,0.89,0.27,0.24,0.22,0.41,0.52,0.50,0.33,0.29,0.23,0.43,0.26,0.24,0.93,0.46,0.35,0.47,0.28,0.47,0.45,0.53,0.34,0.84,0.43,0.31,0.26,0.35,0.31,0.17,0.16,0.71,0.67,0.55,0.58,0.42,0.38,0.39,0.34,0.19
Factor 3: Open Government ,0.36,0.44,0.53,0.64,0.80,0.72,0.48,0.46,0.49,0.35,0.75,0.44,0.45,0.48,0.46,0.61,0.55,0.46,0.23,0.33,0.82,0.71,0.45,0.63,0.72,0.37,0.62,0.66,0.86,0.50,0.52,0.49,0.25,0.52,0.79,0.28,0.86,0.80,0.57,0.79,0.52,0.60,0.50,0.49,0.46,0.43,0.75,0.49,0.63,0.54,0.37,0.64,0.59,0.70,0.45,0.48,0.49,0.56,0.44,0.48,0.49,0.46,0.45,0.39,0.61,0.57,0.49,0.44,0.32,0.52,0.84,0.81,0.41,0.44,0.88,0.45,0.59,0.56,0.52,0.66,0.68,0.69,0.66,0.48,0.44,0.49,0.42,0.65,0.67,0.62,0.69,0.49,0.42,0.52,0.49,0.36,0.85,0.38,0.48,0.57,0.50,0.42,0.38,0.55,0.39,0.81,0.77,0.71,0.30,0.30,0.44,0.42,0.30
3.1. Publicized laws and government data ,0.22,0.45,0.28,0.71,0.91,0.71,0.35,0.37,0.22,0.22,0.68,0.36,0.32,0.44,0.22,0.72,0.58,0.29,0.20,0.19,0.88,0.66,0.44,0.67,0.46,0.20,0.55,0.67,0.84,0.38,0.36,0.40,0.28,0.42,0.86,0.19,0.90,0.86,0.49,0.75,0.25,0.56,0.29,0.27,0.29,0.28,0.72,0.57,0.55,0.36,0.36,0.61,0.37,0.74,0.35,0.53,0.25,0.55,0.27,0.14,0.48,0.34,0.20,0.27,0.68,0.60,0.41,0.37,0.19,0.28,0.79,0.86,0.37,0.20,0.88,0.26,0.42,0.37,0.43,0.62,0.54,0.70,0.61,0.53,0.34,0.53,0.11,0.81,0.69,0.54,0.70,0.38,0.21,0.32,0.26,0.30,0.79,0.24,0.46,0.37,0.36,0.44,0.12,0.61,0.35,0.90,0.77,0.71,0.29,0.23,0.54,0.24,0.17
3.2 Right to information,0.36,0.44,0.58,0.55,0.66,0.64,0.44,0.58,0.47,0.36,0.68,0.37,0.42,0.52,0.54,0.62,0.47,0.43,0.20,0.44,0.68,0.72,0.61,0.62,0.80,0.39,0.67,0.64,0.79,0.58,0.54,0.47,0.11,0.56,0.73,0.38,0.81,0.77,0.64,0.75,0.49,0.62,0.55,0.54,0.46,0.43,0.76,0.45,0.62,0.58,0.42,0.65,0.70,0.65,0.54,0.50,0.46,0.57,0.46,0.49,0.53,0.47,0.38,0.45,0.63,0.55,0.50,0.45,0.37,0.53,0.80,0.75,0.27,0.47,0.88,0.49,0.62,0.59,0.61,0.66,0.66,0.72,0.60,0.35,0.47,0.47,0.50,0.66,0.65,0.58,0.62,0.48,0.33,0.55,0.52,0.31,0.95,0.41,0.48,0.60,0.49,0.53,0.40,0.51,0.43,0.69,0.71,0.65,0.24,0.27,0.36,0.49,0.46
3.3 Civic participation,0.52,0.47,0.61,0.73,0.82,0.83,0.66,0.36,0.71,0.31,0.83,0.54,0.47,0.45,0.54,0.57,0.59,0.60,0.35,0.41,0.84,0.68,0.21,0.59,0.78,0.47,0.66,0.69,0.93,0.59,0.56,0.49,0.22,0.51,0.79,0.20,0.89,0.78,0.62,0.88,0.77,0.63,0.62,0.57,0.58,0.47,0.64,0.45,0.62,0.62,0.32,0.67,0.64,0.71,0.45,0.39,0.58,0.59,0.55,0.65,0.50,0.50,0.61,0.41,0.54,0.55,0.61,0.47,0.33,0.64,0.86,0.82,0.43,0.53,0.90,0.58,0.63,0.68,0.55,0.63,0.80,0.64,0.69,0.43,0.64,0.49,0.55,0.56,0.69,0.65,0.71,0.57,0.68,0.69,0.58,0.51,0.87,0.49,0.50,0.66,0.59,0.23,0.47,0.56,0.34,0.85,0.80,0.79,0.23,0.29,0.42,0.46,0.19
3.4 Complaint mechanisms,0.34,0.41,0.65,0.59,0.82,0.69,0.47,0.54,0.57,0.49,0.81,0.48,0.58,0.52,0.52,0.54,0.57,0.51,0.17,0.30,0.86,0.78,0.52,0.63,0.82,0.44,0.61,0.66,0.89,0.45,0.64,0.62,0.40,0.60,0.78,0.35,0.86,0.80,0.53,0.79,0.58,0.59,0.54,0.56,0.52,0.54,0.86,0.49,0.71,0.57,0.36,0.62,0.63,0.69,0.46,0.51,0.66,0.54,0.48,0.63,0.45,0.52,0.59,0.44,0.59,0.59,0.45,0.49,0.40,0.64,0.93,0.83,0.57,0.56,0.86,0.47,0.70,0.61,0.48,0.72,0.70,0.70,0.73,0.62,0.32,0.46,0.50,0.57,0.66,0.72,0.72,0.53,0.48,0.52,0.61,0.31,0.81,0.39,0.51,0.66,0.55,0.47,0.54,0.53,0.42,0.80,0.79,0.69,0.45,0.41,0.46,0.48,0.38
Factor 4: Fundamental Rights,0.39,0.63,0.70,0.72,0.81,0.85,0.66,0.34,0.77,0.47,0.83,0.53,0.46,0.59,0.57,0.57,0.60,0.60,0.38,0.43,0.82,0.73,0.31,0.56,0.78,0.46,0.67,0.80,0.90,0.67,0.59,0.51,0.30,0.53,0.82,0.31,0.91,0.72,0.61,0.85,0.68,0.63,0.63,0.55,0.55,0.43,0.67,0.59,0.52,0.51,0.30,0.71,0.63,0.76,0.51,0.45,0.46,0.50,0.49,0.56,0.54,0.48,0.58,0.47,0.52,0.54,0.59,0.45,0.31,0.53,0.85,0.81,0.47,0.47,0.88,0.40,0.59,0.65,0.42,0.66,0.79,0.71,0.72,0.44,0.59,0.56,0.52,0.70,0.74,0.63,0.77,0.53,0.75,0.68,0.70,0.52,0.87,0.48,0.47,0.59,0.57,0.32,0.40,0.59,0.47,0.81,0.72,0.78,0.38,0.36,0.50,0.43,0.29
4.1 Equal treatment and absence of discrimination,0.38,0.58,0.73,0.64,0.67,0.72,0.54,0.39,0.77,0.72,0.76,0.44,0.39,0.60,0.67,0.54,0.61,0.71,0.39,0.49,0.69,0.57,0.43,0.51,0.64,0.58,0.62,0.80,0.74,0.49,0.49,0.49,0.48,0.48,0.82,0.43,0.87,0.61,0.61,0.75,0.68,0.56,0.75,0.36,0.46,0.39,0.76,0.44,0.42,0.42,0.38,0.65,0.63,0.82,0.68,0.56,0.42,0.46,0.37,0.51,0.61,0.60,0.55,0.46,0.34,0.51,0.56,0.58,0.35,0.51,0.82,0.74,0.46,0.51,0.78,0.35,0.47,0.50,0.47,0.73,0.69,0.66,0.71,0.58,0.68,0.67,0.57,0.86,0.65,0.52,0.69,0.51,0.72,0.76,0.67,0.49,0.71,0.58,0.51,0.58,0.63,0.43,0.50,0.64,0.64,0.71,0.50,0.72,0.62,0.61,0.61,0.49,0.36
4.2 The right to life and security of the person is effectively guaranteed,0.26,0.73,0.81,0.80,0.92,0.98,0.86,0.22,0.84,0.59,0.95,0.60,0.46,0.71,0.59,0.55,0.63,0.65,0.33,0.31,0.95,0.85,0.45,0.57,0.91,0.35,0.73,0.97,0.98,0.81,0.60,0.52,0.32,0.60,0.95,0.27,0.95,0.78,0.73,0.94,0.72,0.72,0.71,0.64,0.55,0.37,0.71,0.78,0.45,0.51,0.34,0.84,0.58,0.86,0.61,0.52,0.36,0.41,0.59,0.45,0.57,0.36,0.60,0.50,0.47,0.66,0.66,0.40,0.24,0.45,0.96,0.93,0.53,0.35,0.93,0.29,0.60,0.74,0.20,0.72,0.88,0.93,0.81,0.44,0.51,0.60,0.43,0.77,0.90,0.66,0.85,0.41,0.85,0.67,0.85,0.53,0.97,0.39,0.37,0.56,0.63,0.38,0.28,0.54,0.59,0.88,0.84,0.82,0.40,0.19,0.55,0.35,0.25
